sample_ID,extraction_ID,seq_date,alternative_ID,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,collected_by,extraction_by,extraction_date
e00352-C,e00352,20240701,2021_BTRB_A_2,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00353-A,e00353,20240701,2021_BTRB_A_3,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00353-B,e00353,20240701,2021_BTRB_A_3,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00353-C,e00353,20240701,2021_BTRB_A_3,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00354-A,e00354,20240701,2021_BTRB_A_4,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00354-B,e00354,20240701,2021_BTRB_A_4,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00354-C,e00354,20240701,2021_BTRB_A_4,2021,8,7,Big Tree bay eel,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00355-A,e00355,20240701,2021_CLAM_A_1,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00355-B,e00355,20240701,2021_CLAM_A_1,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00355-C,e00355,20240701,2021_CLAM_A_1,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00356-A,e00356,20240701,2021_CLAM_A_2,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00356-B,e00356,20240701,2021_CLAM_A_2,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00356-C,e00356,20240701,2021_CLAM_A_2,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00357-A,e00357,20240701,2021_CLAM_A_3,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00357-B,e00357,20240701,2021_CLAM_A_3,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00357-C,e00357,20240701,2021_CLAM_A_3,2021,8,8,Clam island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00358-A,e00358,20240701,2021_CLAM_A_4,2021,8,8,Clam island mixed,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00358-B,e00358,20240701,2021_CLAM_A_4,2021,8,8,Clam island mixed,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00358-C,e00358,20240701,2021_CLAM_A_4,2021,8,8,Clam island mixed,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00359-A,e00359,20240701,2021_NFEI_B_1,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00359-B,e00359,20240701,2021_NFEI_B_1,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00359-C,e00359,20240701,2021_NFEI_B_1,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00360-A,e00360,20240701,extraction_blank,2021,NA,NA,NA,NA,NA,NA,NA,extraction_blank,LKD,LKD,2021_11_22
e00360-B,e00360,20240701,extraction_blank,2021,NA,NA,NA,NA,NA,NA,NA,extraction_blank,LKD,LKD,2021_11_22
e00360-C,e00360,20240701,extraction_blank,2021,NA,NA,NA,NA,NA,NA,NA,extraction_blank,LKD,LKD,2021_11_22
e00361-A,e00361,20240701,2021_NFEI_B_2,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00361-B,e00361,20240701,2021_NFEI_B_2,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00361-C,e00361,20240701,2021_NFEI_B_2,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00362-A,e00362,20240701,2021_NFEI_B_3,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00362-B,e00362,20240701,2021_NFEI_B_3,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00362-C,e00362,20240701,2021_NFEI_B_3,2021,8,9,Cole island mixed,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00363-A,e00363,20240701,2021_NFEI_B_4,2021,8,9,Cole island mixed,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00363-B,e00363,20240701,2021_NFEI_B_4,2021,8,9,Cole island mixed,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00363-C,e00363,20240701,2021_NFEI_B_4,2021,8,9,Cole island mixed,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00364-A,e00364,20240701,2021_BOST_A_1,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00364-B,e00364,20240701,2021_BOST_A_1,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00364-C,e00364,20240701,2021_BOST_A_1,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00365-A,e00365,20240701,2021_BOST_A_2,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00365-B,e00365,20240701,2021_BOST_A_2,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00365-C,e00365,20240701,2021_BOST_A_2,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00366-A,e00366,20240701,2021_BOST_A_3,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00366-B,e00366,20240701,2021_BOST_A_3,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00366-C,e00366,20240701,2021_BOST_A_3,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00367-A,e00367,20240701,2021_BOST_A_4,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00367-B,e00367,20240701,2021_BOST_A_4,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00367-C,e00367,20240701,2021_BOST_A_4,2021,8,12,Bostwick inlet eel,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00368-A,e00368,20240701,2021_BOST_B_1,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00368-B,e00368,20240701,2021_BOST_B_1,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00368-C,e00368,20240701,2021_BOST_B_1,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00369-A,e00369,20240701,2021_BOST_B_2,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00369-B,e00369,20240701,2021_BOST_B_2,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00369-C,e00369,20240701,2021_BOST_B_2,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00370-A,e00370,20240701,2021_BOST_B_3,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00370-B,e00370,20240701,2021_BOST_B_3,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00370-C,e00370,20240701,2021_BOST_B_3,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,sample,LKD,LKD,2021_11_22
e00371-A,e00371,20240701,2021_BOST_B_4,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00371-B,e00371,20240701,2021_BOST_B_4,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00371-C,e00371,20240701,2021_BOST_B_4,2021,8,11,Bostwick inlet kelp,NA,NA,NA,NA,field_blank,LKD,LKD,2021_11_22
e00372-A,e00372,20240701,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,LKD,LKD,2021_11_22
e00372-B,e00372,20240701,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,LKD,LKD,2021_11_22
e00372-C,e00372,20240701,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,LKD,LKD,2021_11_22
e03265-A,e03265,20240701,2022_ILDE_A_1,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.26463,55.576984,sample,Jessica Whitney,JMW,2024_01_31
e03265-B,e03265,20240701,2022_ILDE_A_1,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.26463,55.576984,sample,Jessica Whitney,JMW,2024_01_31
e03265-C,e03265,20240701,2022_ILDE_A_1,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.26463,55.576984,sample,Jessica Whitney,JMW,2024_01_31
e03266-A,e03266,20240701,2022_ILDE_A_2,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.264388,55.577072,sample,Jessica Whitney,JMW,2024_01_31
e03266-B,e03266,20240701,2022_ILDE_A_2,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.264388,55.577072,sample,Jessica Whitney,JMW,2024_01_31
e03266-C,e03266,20240701,2022_ILDE_A_2,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.264388,55.577072,sample,Jessica Whitney,JMW,2024_01_31
e03267-A,e03267,20240701,2022_ILDE_A_3,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.263904,55.577056,sample,Jessica Whitney,JMW,2024_01_31
e03267-B,e03267,20240701,2022_ILDE_A_3,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.263904,55.577056,sample,Jessica Whitney,JMW,2024_01_31
e03267-C,e03267,20240701,2022_ILDE_A_3,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,-133.263904,55.577056,sample,Jessica Whitney,JMW,2024_01_31
e03268-A,e03268,20240701,2022_ILDE_A_4,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03268-B,e03268,20240701,2022_ILDE_A_4,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03268-C,e03268,20240701,2022_ILDE_A_4,2022,6,26,Pt. Ildefonso,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03269-A,e03269,20240701,2022_CLAM_A_1,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158826,55.518265,sample,Jessica Whitney,JMW,2024_01_31
e03269-B,e03269,20240701,2022_CLAM_A_1,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158826,55.518265,sample,Jessica Whitney,JMW,2024_01_31
e03269-C,e03269,20240701,2022_CLAM_A_1,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158826,55.518265,sample,Jessica Whitney,JMW,2024_01_31
e03270-A,e03270,20240701,2022_CLAM_A_2,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158509,55.518193,sample,Jessica Whitney,JMW,2024_01_31
e03270-B,e03270,20240701,2022_CLAM_A_2,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158509,55.518193,sample,Jessica Whitney,JMW,2024_01_31
e03270-C,e03270,20240701,2022_CLAM_A_2,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158509,55.518193,sample,Jessica Whitney,JMW,2024_01_31
e03271-A,e03271,20240701,2022_CLAM_A_3,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158195,55.518027,sample,Jessica Whitney,JMW,2024_01_31
e03271-B,e03271,20240701,2022_CLAM_A_3,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158195,55.518027,sample,Jessica Whitney,JMW,2024_01_31
e03271-C,e03271,20240701,2022_CLAM_A_3,2022,6,27,Clam Island,mixed,Prince of Wales Island,-133.158195,55.518027,sample,Jessica Whitney,JMW,2024_01_31
e03272-A,e03272,20240701,2022_CLAM_A_4,2022,6,27,Clam Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03272-B,e03272,20240701,2022_CLAM_A_4,2022,6,27,Clam Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03272-C,e03272,20240701,2022_CLAM_A_4,2022,6,27,Clam Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03273-A,e03273,20240701,2022_ROSA_A_1,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.294616,55.577276,sample,Jessica Whitney,JMW,2024_01_31
e03273-B,e03273,20240701,2022_ROSA_A_1,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.294616,55.577276,sample,Jessica Whitney,JMW,2024_01_31
e03273-C,e03273,20240701,2022_ROSA_A_1,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.294616,55.577276,sample,Jessica Whitney,JMW,2024_01_31
e03274-A,e03274,20240701,2022_ROSA_A_2,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.294975,55.577046,sample,Jessica Whitney,JMW,2024_01_31
e03274-B,e03274,20240701,2022_ROSA_A_2,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.294975,55.577046,sample,Jessica Whitney,JMW,2024_01_31
e03274-C,e03274,20240701,2022_ROSA_A_2,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.294975,55.577046,sample,Jessica Whitney,JMW,2024_01_31
e03275-A,e03275,20240701,2022_ROSA_A_3,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.295362,55.57689,sample,Jessica Whitney,JMW,2024_01_31
e03275-B,e03275,20240701,2022_ROSA_A_3,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.295362,55.57689,sample,Jessica Whitney,JMW,2024_01_31
e03275-C,e03275,20240701,2022_ROSA_A_3,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,-133.295362,55.57689,sample,Jessica Whitney,JMW,2024_01_31
e03276-A,e03276,20240701,2022_ROSA_A_4,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03276-B,e03276,20240701,2022_ROSA_A_4,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03276-C,e03276,20240701,2022_ROSA_A_4,2022,6,28,Rosary Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03277-A,e03277,20240701,2022_TRIS_A_1,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.496163,55.418493,sample,Jessica Whitney,JMW,2024_01_31
e03277-B,e03277,20240701,2022_TRIS_A_1,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.496163,55.418493,sample,Jessica Whitney,JMW,2024_01_31
e03277-C,e03277,20240701,2022_TRIS_A_1,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.496163,55.418493,sample,Jessica Whitney,JMW,2024_01_31
e03278-A,e03278,20240701,2022_TRIS_A_2,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.49597,55.418368,sample,Jessica Whitney,JMW,2024_01_31
e03278-B,e03278,20240701,2022_TRIS_A_2,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.49597,55.418368,sample,Jessica Whitney,JMW,2024_01_31
e03278-C,e03278,20240701,2022_TRIS_A_2,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.49597,55.418368,sample,Jessica Whitney,JMW,2024_01_31
e03279-A,e03279,20240701,2022_TRIS_A_3,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.49585,55.418271,sample,Jessica Whitney,JMW,2024_01_31
e03279-B,e03279,20240701,2022_TRIS_A_3,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.49585,55.418271,sample,Jessica Whitney,JMW,2024_01_31
e03279-C,e03279,20240701,2022_TRIS_A_3,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,-133.49585,55.418271,sample,Jessica Whitney,JMW,2024_01_31
e03280-A,e03280,20240701,2022_TRIS_A_4,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03280-B,e03280,20240701,2022_TRIS_A_4,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03280-C,e03280,20240701,2022_TRIS_A_4,2022,6,29,Triste Pt,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03281-A,e03281,20240701,2022_SARI_A_1,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.453949,55.418721,sample,Jessica Whitney,JMW,2024_01_31
e03281-B,e03281,20240701,2022_SARI_A_1,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.453949,55.418721,sample,Jessica Whitney,JMW,2024_01_31
e03281-C,e03281,20240701,2022_SARI_A_1,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.453949,55.418721,sample,Jessica Whitney,JMW,2024_01_31
e03282-A,e03282,20240701,2022_SARI_A_2,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.45424,55.418589,sample,Jessica Whitney,JMW,2024_01_31
e03282-B,e03282,20240701,2022_SARI_A_2,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.45424,55.418589,sample,Jessica Whitney,JMW,2024_01_31
e03282-C,e03282,20240701,2022_SARI_A_2,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.45424,55.418589,sample,Jessica Whitney,JMW,2024_01_31
e03283-A,e03283,20240701,2022_SARI_A_3,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.454419,55.418368,sample,Jessica Whitney,JMW,2024_01_31
e03283-B,e03283,20240701,2022_SARI_A_3,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.454419,55.418368,sample,Jessica Whitney,JMW,2024_01_31
e03283-C,e03283,20240701,2022_SARI_A_3,2022,6,30,Santa Rita,mixed,Prince of Wales Island,-133.454419,55.418368,sample,Jessica Whitney,JMW,2024_01_31
e03284-A,e03284,20240701,2022_SARI_A_4,2022,6,30,Santa Rita,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03284-B,e03284,20240701,2022_SARI_A_4,2022,6,30,Santa Rita,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03284-C,e03284,20240701,2022_SARI_A_4,2022,6,30,Santa Rita,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03285-A,e03285,20240701,2022_HARM_A_1,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405762,55.719473,sample,Jessica Whitney,JMW,2024_01_31
e03285-B,e03285,20240701,2022_HARM_A_1,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405762,55.719473,sample,Jessica Whitney,JMW,2024_01_31
e03285-C,e03285,20240701,2022_HARM_A_1,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405762,55.719473,sample,Jessica Whitney,JMW,2024_01_31
e03286-A,e03286,20240701,2022_HARM_A_2,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405709,55.719394,sample,Jessica Whitney,JMW,2024_01_31
e03286-B,e03286,20240701,2022_HARM_A_2,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405709,55.719394,sample,Jessica Whitney,JMW,2024_01_31
e03286-C,e03286,20240701,2022_HARM_A_2,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405709,55.719394,sample,Jessica Whitney,JMW,2024_01_31
e03287-A,e03287,20240701,2022_HARM_A_3,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405962,55.719257,sample,Jessica Whitney,JMW,2024_01_31
e03287-B,e03287,20240701,2022_HARM_A_3,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405962,55.719257,sample,Jessica Whitney,JMW,2024_01_31
e03287-C,e03287,20240701,2022_HARM_A_3,2022,7,1,Harmony Island,mixed,Prince of Wales Island,-133.405962,55.719257,sample,Jessica Whitney,JMW,2024_01_31
e03288-A,e03288,20240701,2022_HARM_A_4,2022,7,1,Harmony Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03288-B,e03288,20240701,2022_HARM_A_4,2022,7,1,Harmony Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03288-C,e03288,20240701,2022_HARM_A_4,2022,7,1,Harmony Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03289-A,e03289,20240701,2022_BLAQ_A_1,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.387584,55.62103,sample,Jessica Whitney,JMW,2024_01_31
e03289-B,e03289,20240701,2022_BLAQ_A_1,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.387584,55.62103,sample,Jessica Whitney,JMW,2024_01_31
e03289-C,e03289,20240701,2022_BLAQ_A_1,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.387584,55.62103,sample,Jessica Whitney,JMW,2024_01_31
e03290-A,e03290,20240701,2022_BLAQ_A_2,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.386736,55.620924,sample,Jessica Whitney,JMW,2024_01_31
e03290-B,e03290,20240701,2022_BLAQ_A_2,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.386736,55.620924,sample,Jessica Whitney,JMW,2024_01_31
e03290-C,e03290,20240701,2022_BLAQ_A_2,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.386736,55.620924,sample,Jessica Whitney,JMW,2024_01_31
e03291-A,e03291,20240701,2022_BLAQ_A_3,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.386497,55.621235,sample,Jessica Whitney,JMW,2024_01_31
e03291-B,e03291,20240701,2022_BLAQ_A_3,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.386497,55.621235,sample,Jessica Whitney,JMW,2024_01_31
e03291-C,e03291,20240701,2022_BLAQ_A_3,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,-133.386497,55.621235,sample,Jessica Whitney,JMW,2024_01_31
e03292-A,e03292,20240701,2022_BLAQ_A_4,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03292-B,e03292,20240701,2022_BLAQ_A_4,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03292-C,e03292,20240701,2022_BLAQ_A_4,2022,7,2,Blanquizal Point,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03293-A,e03293,20240701,2022_NSTP_A_1,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.404978,55.66603,sample,Jessica Whitney,JMW,2024_01_31
e03293-B,e03293,20240701,2022_NSTP_A_1,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.404978,55.66603,sample,Jessica Whitney,JMW,2024_01_31
e03293-C,e03293,20240701,2022_NSTP_A_1,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.404978,55.66603,sample,Jessica Whitney,JMW,2024_01_31
e03294-A,e03294,20240701,2022_NSTP_A_2,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.404676,55.66576,sample,Jessica Whitney,JMW,2024_01_31
e03294-B,e03294,20240701,2022_NSTP_A_2,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.404676,55.66576,sample,Jessica Whitney,JMW,2024_01_31
e03294-C,e03294,20240701,2022_NSTP_A_2,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.404676,55.66576,sample,Jessica Whitney,JMW,2024_01_31
e03295-A,e03295,20240701,2022_NSTP_A_3,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.40493,55.665754,sample,Jessica Whitney,JMW,2024_01_31
e03295-B,e03295,20240701,2022_NSTP_A_3,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.40493,55.665754,sample,Jessica Whitney,JMW,2024_01_31
e03295-C,e03295,20240701,2022_NSTP_A_3,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,-133.40493,55.665754,sample,Jessica Whitney,JMW,2024_01_31
e03296-A,e03296,20240701,2022_NSTP_A_4,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03296-B,e03296,20240701,2022_NSTP_A_4,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03296-C,e03296,20240701,2022_NSTP_A_4,2022,7,3,North St. Phillips,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03297-A,e03297,20240701,2022_ABES_A_1,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.17453,55.554739,sample,Jessica Whitney,JMW,2024_01_31
e03297-B,e03297,20240701,2022_ABES_A_1,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.17453,55.554739,sample,Jessica Whitney,JMW,2024_01_31
e03297-C,e03297,20240701,2022_ABES_A_1,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.17453,55.554739,sample,Jessica Whitney,JMW,2024_01_31
e03298-A,e03298,20240701,2022_ABES_A_2,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.174355,55.554811,sample,Jessica Whitney,JMW,2024_01_31
e03298-B,e03298,20240701,2022_ABES_A_2,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.174355,55.554811,sample,Jessica Whitney,JMW,2024_01_31
e03298-C,e03298,20240701,2022_ABES_A_2,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.174355,55.554811,sample,Jessica Whitney,JMW,2024_01_31
e03299-A,e03299,20240701,2022_ABES_A_3,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.174047,55.554804,sample,Jessica Whitney,JMW,2024_01_31
e03299-B,e03299,20240701,2022_ABES_A_3,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.174047,55.554804,sample,Jessica Whitney,JMW,2024_01_31
e03299-C,e03299,20240701,2022_ABES_A_3,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,-133.174047,55.554804,sample,Jessica Whitney,JMW,2024_01_31
e03300-A,e03300,20240701,2022_ABES_A_4,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03300-B,e03300,20240701,2022_ABES_A_4,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
